醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5917070677,康得美專業藥局,台中市南屯區忠勇路１２之２６號,(04)23801185,0,4,2020/02/07 19:40:05
5917071727,大愛藥局,台中市南屯區向心南路９６２．９６４號１樓,(04)24733646,2,0,2020/02/07 19:40:05
5917071996,乾生大藥局,台中市南屯區大業路９５號,(04)23281277,3,4,2020/02/07 19:40:05
5917072126,宜康藥局,台中市南屯區公益路二段三五八號,(04)22515511,0,4,2020/02/07 19:40:05
5917072206,悅康藥師藥局,台中市南屯區大墩路７０５號１樓,(04)23107028,0,3,2020/02/07 19:40:05
5917072242,政豐大愛藥局,台中市南屯區大業路１４５、１４７號１樓,(04)23274726,0,4,2020/02/07 19:40:05
5917072251,五六藥局,臺中市南屯區南屯路２段２４０號,(04)24757156,0,2,2020/02/07 19:40:05
5917072313,大業藥局,台中市南屯區大業路５７１號１樓,(04)22516715,0,2,2020/02/07 19:40:05
5917072582,嶺東藥局,臺中市南屯區忠勇路４６之３號１樓,(04)23861789,0,4,2020/02/07 19:40:05
5917072644,全成藥局,台中市南屯區大墩６街２２３號,(04)24712897,0,4,2020/02/07 19:40:05
5917072699,博仕健保藥局,臺中市南屯區大墩１１街４４５號,(04)23817009,10,0,2020/02/07 19:40:05
5917080388,濟生藥局,台中市北屯區松安里昌平路二段２之３１號,(04)22472327,0,2,2020/02/07 19:40:05
5917080413,中央藥局,台中市北屯區北屯里進化北路２７號１樓,(04)22340208,0,34,2020/02/07 19:40:05
5917080548,志誠藥局,台中巿北屯區仁美里豊樂路３２–９號,(04)24225682,0,2,2020/02/07 19:40:05
5917080593,崇安藥局,台中市北屯區四民里昌平路二段５４–３號１樓,(04)24221929,2,0,2020/02/07 19:40:05
5917080637,何藥局大連店,台中市北屯區平和里山西路２段２７４號１Ｆ,(04)22930895,0,2,2020/02/07 19:40:05
5917080762,順泰大藥局,台中市北屯區北屯村北屯路１１５號,(04)22341477,4,48,2020/02/07 19:40:05
5917080771,大生大藥局,台中市北屯區三光里北屯路３３７號,(04)22337059,0,16,2020/02/07 19:40:05
5917080888,大華藥局,台中市北屯區熱河路２段１０９號１樓,(04)22331721,0,2,2020/02/07 19:40:05
5917082364,慈慧藥師藥局,台中市北屯區平田里昌平路１段１７８號１Ｆ,(04)22389846,0,2,2020/02/07 19:40:05
5917082604,科學藥局,台中市北屯區中清路２段３１６號,(04)22936688,0,8,2020/02/07 19:40:05
5917082882,世富藥局,台中市北屯區北屯路２９９－３號１樓,(04)22317085,0,22,2020/02/07 19:40:05
5917083021,吉士康樂活藥局,台中市北屯區昌平路２段８－１６號,(04)22420225,0,2,2020/02/07 19:40:05
5917083049,你好聯合藥局,台中市北屯區陳平一街８８號,(04)22925759,12,12,2020/02/07 19:40:05
5917083058,福益藥局,台中市北屯區東山路１段１８８－７號,(04)24367031,4,0,2020/02/07 19:40:05
5917083085,宏琳社區保健藥局,台中市北屯區軍功路１段４９２號１樓,(04)24378008,0,2,2020/02/07 19:40:05
5917083129,智康藥局,台中市北屯區中清路二段５３３號,(04)22951469,4,12,2020/02/07 19:40:05
5917083209,崇德啄木鳥藥局,台中市北屯區崇德路二段２１７號,(04)22410441,8,0,2020/02/07 19:40:05
5917083254,建祐藥局,台中市北屯區太原路三段２６１號,(04)22389809,0,46,2020/02/07 19:40:05
5917083316,春元藥局,臺中市北屯區東山路１段２８７號,(04)24361008,2,0,2020/02/07 19:40:05
5921010072,統一藥局,台南市東區中西里東門路１段２９１號,(06)2376638,0,32,2020/02/07 19:40:05
5921010107,榮泰藥局,台南市東區崇誨里林森路２段１９２巷４９號,(06)2369095,0,2,2020/02/07 19:40:05
5921010161,懷仁藥局,台南市東區崇學里崇德路３４２號,(06)2694895,22,0,2020/02/07 19:40:05
5921010205,文成藥局,台南市東區大學里東寧路４３號之１,(06)2340860,0,59,2020/02/07 19:40:05
5921010223,王藥局,台南市東區小東里小東路１９０－１號,(06)2378697,1,26,2020/02/07 19:40:05
5921010232,大家藥局,台南市東區大同路二段１７５號,(06)2153777,0,2,2020/02/07 19:40:05
5921010250,宏昌藥局,台南市東區大同路１段２７１號,(06)2142459,0,14,2020/02/07 19:40:05
5921010303,賴藥局,台南市東區後甲里裕農路６２１巷２６－２號,(06)2363738,0,10,2020/02/07 19:40:05
5921010410,三祐堂藥局,台南市東區東門路二段３６６號,(06)2673654,0,66,2020/02/07 19:40:05
5921010447,宏荏藥局,台南市東區崇學里崇明街１１街５２巷２號,(06)2684725,4,0,2020/02/07 19:40:05
5921010625,益丞藥局,台南市東區裕農路３４８號,(06)2359865,6,8,2020/02/07 19:40:05
5921010652,良泰藥局,台南市東區仁和里仁和路１１７之１號,(06)2676256,0,2,2020/02/07 19:40:05
5921010661,建龍藥局,台南市東區自強里中華東路二段２５７號,(06)2683998,14,20,2020/02/07 19:40:05
5921010689,億安大藥局,台南市東區大福里大同路２段２６５號,(06)2159881,1,12,2020/02/07 19:40:05
5921010947,崇安藥師藥局,台南市東區龍山里崇學路２８７號,(06)3350717,5,11,2020/02/07 19:40:05
5921012085,台安藥局,台南市東區大同路一段１６３號,(06)2150011,0,16,2020/02/07 19:40:05
5921012094,王瑞敏藥師藥局,台南市東區崇德路７３９號,(06)2896888,2,0,2020/02/07 19:40:05
5921012281,菁安藥局,台南東區富強里中華東路二段４９號,(06)3361683,6,0,2020/02/07 19:40:05
5921012334,家庭藥局,台南市東區崇文里生產路３６９─３號,(06)2607298,8,1,2020/02/07 19:40:05
5921012530,早安藥師藥局,台南市東區裕學路１１２號,(06)3350535,0,2,2020/02/07 19:40:05
5921012781,盈如藥局,台南市東區中華東路３段６８號１樓,(06)2895839,0,34,2020/02/07 19:40:05
5921012852,羽杏藥局,台南市東區崇學路２５９號,(06)2893330,2,0,2020/02/07 19:40:05
5921012861,美立康藥局,台南市東區裕文路７２號１樓,(06)3316363,0,1,2020/02/07 19:40:05
5921013073,太和藥師藥局,臺南市東區仁和路５１─１號,(06)2906063,1,0,2020/02/07 19:40:05
5921013117,幸運藥局,臺南市東區東門路二段２０７號１樓,(06)2371675,2,34,2020/02/07 19:40:05
5921013206,和德藥局,臺南市東區崇德路４９７號,(06)2882789,0,52,2020/02/07 19:40:05
5921020096,豐陽藥局,台南市南區文南里文南路１１５號,(06)2610628,0,2,2020/02/07 19:40:05
5921020112,裕仁藥局,台南市南區新興里新興路１９４號１樓,(06)2614263,0,6,2020/02/07 19:40:05
5921020149,吉祥藥局,台南市南區文南路１１７號,(06)2632853,2,4,2020/02/07 19:40:05
5921020210,興泰藥局,台南市南區金華路一段１６５號,(06)2653638,14,96,2020/02/07 19:40:05
5921020256,久芳藥局,台南市南區喜樹路３４０巷１６６號,(06)2625209,0,30,2020/02/07 19:40:05
5921020345,重光藥局,台南市南區鹽埕路２７２號,(06)2618087,204,44,2020/02/07 19:40:05
5921020425,日大中西藥局,台南市南區永興一街３２號,(06)2612817,0,12,2020/02/07 19:40:05
5921020470,大仁藥局,台南市南區金華里新孝路３０號,(06)2610673,0,48,2020/02/07 19:40:05
5921021502,興南藥局,台南市南區中華南路二段７０號,(06)2920909,0,22,2020/02/07 19:40:05
5921021566,佑佑藥局,台南市南區金華里健康路二段３４９號２Ｆ,(06)2912603,11,28,2020/02/07 19:40:05
5921021584,大愛藥局,台南市南區大同路２段１８２號１樓,(06)2137587,0,2,2020/02/07 19:40:05
5921021637,赤繐藥師健保藥局,台南市金華路２段９６號,(06)2656368,2,28,2020/02/07 19:40:05
5921021708,為仁藥師藥局,台南市南區大同路二段１０６號,(06)2139376,0,52,2020/02/07 19:40:05
5921021780,國山健保特約藥局,台南市南區大同路２段４７８號,(06)2159570,0,78,2020/02/07 19:40:05
5921021815,樺昇藥局,臺南市南區明興路１３６７號,(06)2625571,1,0,2020/02/07 19:40:05
5921021833,樺昇藥局德興店,臺南市南區德興路１７５號之１,(06)2616797,0,3,2020/02/07 19:40:05
5921021851,海山藥局,臺南市南區新興路４００號,(06)2617788,0,2,2020/02/07 19:40:05
5921030074,自在藥局,臺南市中西區民生路二段６３號,(06)2235520,0,4,2020/02/07 19:40:05
5921030092,三芳藥局,臺南市中西區元安里大勇街５號,(06)2203084,0,4,2020/02/07 19:40:05
5921030136,發育藥局,台南市中西區海安路１段２０５號１樓,(06)2215896,0,78,2020/02/07 19:40:05
5921030289,星宗藥局,台南市西區新安里大勇街３７號,(06)2223453,200,74,2020/02/07 19:40:05
5921040169,信心藥局,台南市北區延平里公園路５４６號,(06)2822209,0,2,2020/02/07 19:40:05
5921040294,澄清堂藥局,台南市北區勝利路４９５號,(06)2377224,0,36,2020/02/07 19:40:05
5921040481,眾安藥局,台南市北區文元里文賢路１０３４號,(06)2588339,0,2,2020/02/07 19:40:05
5921040678,賀康藥局,台南市北區公園路７０１號,(06)2819515,0,8,2020/02/07 19:40:05
5921040749,玖大藥局,台南市北區勝利路３８３號,(06)2752048,0,70,2020/02/07 19:40:05
5921041826,佳家藥局,台南市北區大公里忠義路三段２２號１樓,(06)2252165,0,16,2020/02/07 19:40:05
5921041835,一方藥局,台南市北區開元路４８５巷４１弄２８號１樓,(06)2742419,2,2,2020/02/07 19:40:05
5921041871,心心藥局,台南市北區玉皇里成功路７２號,(06)2220018,20,24,2020/02/07 19:40:05
5921041915,慈恩藥師藥局,台南市北區新勝里北園街１５號,(06)2005658,0,4,2020/02/07 19:40:05
5921041960,一加恩聯合藥局,台南市北區開元路４２２號,(06)2081172,0,6,2020/02/07 19:40:05
5921042074,開元台安藥局,台南市北區開元路２８８號,(06)2083172,0,2,2020/02/07 19:40:05
5921042118,欣平藥局,台南市北區勝利路４２５號,(06)2354293,1,48,2020/02/07 19:40:05
5921042145,王大藥局,台南市北區開元路１５６號,(06)2086169,0,46,2020/02/07 19:40:05
5921042243,大道藥局,臺南市北區北門路二段５９０號,(06)2513000,0,18,2020/02/07 19:40:05
5921042289,公園店菁安藥局,台南市北區公園路６１１號,(06)2834488,10,0,2020/02/07 19:40:05
5921050076,千代藥局,台南市中西區民生路一段６０號１樓,(06)2256895,0,42,2020/02/07 19:40:05
5921050094,吉安藥局,台南市中區薘壺里成功路２８９號,(06)2227394,8,44,2020/02/07 19:40:05
5921050138,金德藥局,台南市中西區府前路１段３３號,(06)2149082,2,20,2020/02/07 19:40:05
5921050174,春天藥局,臺南市中西區民族路２段２７４號,(06)2221562,0,12,2020/02/07 19:40:05
5921050227,協和藥局,台南市中區清水里青年路１９５號,(06)2263061,0,34,2020/02/07 19:40:05
5921050245,泰元藥局,台南市中區文昌里民權路一段８７號,(06)2205745,394,98,2020/02/07 19:40:05
5921050423,吉仁大藥局,台南市中區白金里民權路２段８６號,(06)2263777,1,46,2020/02/07 19:40:05
5921050441,快安藥局,臺南市中西區溫陵里永福路二段８４之１５號,(06)2254543,4,48,2020/02/07 19:40:05
5921050469,泰毅藥局,台南市中區友愛街４６之１號,(06)2257181,6,50,2020/02/07 19:40:05
5921051537,大全藥局,台南市中西區府連路３９號,(06)2145007,0,26,2020/02/07 19:40:05
5921051582,丞功藥局,台南市中區成功路３１號,(06)2287641,0,4,2020/02/07 19:40:05
5921051608,府前藥師藥局,台南市中區府前路一段２７０號,(06)2284411,0,22,2020/02/07 19:40:05
5921051617,五代全民藥局,台南市中西區民族路二段７６－９號,(06)2264800,0,42,2020/02/07 19:40:05
5921051656,常新藥局,臺南市中西區健康路１段３７０號,(06)2130912,0,44,2020/02/07 19:40:05
5921060107,泰山藥局,台南市安南區海佃路一段２０７號,(06)2582073,4,0,2020/02/07 19:40:05
5921060143,嘉庭藥局,台南市安南區海佃里國安街１１８號,(06)2581618,52,34,2020/02/07 19:40:05
5921060170,明杰藥局,台南市安南區理想里大安街９８號,(06)2567821,1,0,2020/02/07 19:40:05
5921060376,涂逸權藥師藥局,台南市安南區長溪路一段３１４號,(06)2560583,0,10,2020/02/07 19:40:05
5921060385,樂成藥局,台南市安南區安和路一段１５９巷８３號,(06)2568576,4,6,2020/02/07 19:40:05
5921061560,安順藥局,台南市安南區安和路一段１６４號,(06)2550447,1,4,2020/02/07 19:40:05
5921061588,安中藥局,台南市安南區城北里安中路６段７１８號,(06)2570500,0,100,2020/02/07 19:40:05
5921061668,新資生藥師藥局,台南市安南區城北路５２號１樓,(06)2571153,0,4,2020/02/07 19:40:05
5921061720,康悅健藥師藥局,台南市安南區安和路５段１４９-２號,(06)3556382,2,6,2020/02/07 19:40:05
5921061781,佳美藥局,臺南市安南區安和路１段３８號,(06)2810700,0,58,2020/02/07 19:40:05
5921070041,博理藥局,台南市安平區石門里安平路６７６號,(06)2202521,2,14,2020/02/07 19:40:05
5921071226,康活藥局,台南市安平區健康三街１８６號,(06)2936483,0,34,2020/02/07 19:40:05
5921071235,康福藥師藥局,台南市安平區永華路二段１０５９號之１,(06)2939068,4,26,2020/02/07 19:40:05
5921071244,全家藥局,台南市安平區華平路１７０號,(06)2939000,0,20,2020/02/07 19:40:05
5921071271,中信藥局,台南市安平區永華路二段７１６號,(06)2978697,200,46,2020/02/07 19:40:05
5921071333,人仁藥局,台南市安平區慶平路２８１號,(06)2998667,12,12,2020/02/07 19:40:05
5921071342,幼安藥局,台南市安平區華平路５０３號,(06)2937733,6,4,2020/02/07 19:40:05
5921080010,羽田藥局,臺南市中西區府前路一段２１４號,(06)2214066,0,26,2020/02/07 19:40:05
5922010147,普羅藥局,嘉義市東區民權路１１４號,(05)2754836,0,1,2020/02/07 19:40:05
5922010218,淳生藥局,嘉義市吳鳳北路１００號,(05)2247679,0,30,2020/02/07 19:40:05
5922010263,秉榮藥局,嘉義市東區東仁里中山路１８９號,(05)2224320,0,8,2020/02/07 19:40:05
5922010272,晟安藥局,嘉義市文昌里光彩街２２２號,(05)2274305,4,20,2020/02/07 19:40:05
5922010281,上安中西藥局,嘉義市東區府路里延平街２３８號之１,(05)2231005,4,40,2020/02/07 19:40:05
5922010361,壽生堂藥局,嘉義市東區府路里延平街２８０號,(05)2225058,206,74,2020/02/07 19:40:05
5922010441,穎川保健藥局,嘉義市東區仁武里中山路２０４號,(05)2223609,0,54,2020/02/07 19:40:05
5922010496,乙展藥局,嘉義市東區蘭井里蘭井街７０號,(05)2279556,0,52,2020/02/07 19:40:05
5922010512,慶義興藥局,嘉義市東區東義路４０號,(05)2769713,398,98,2020/02/07 19:40:05
5922010683,永富藥局,嘉義市東區中央里北榮街９１號,(05)2222826,4,4,2020/02/07 19:40:05
5922010736,全民藥局,嘉義市東區新店里林森東路２８９ 號,(05)2777900,0,2,2020/02/07 19:40:05
5922010754,松柏藥局,嘉義市東區東平里民權路８７號,(05)2780909,1,2,2020/02/07 19:40:05
5922011877,大惠藥局,嘉義市東區新生路３０９號,(05)2766692,0,20,2020/02/07 19:40:05
5922011966,源豪藥局,嘉義市東區光華路８２號,(05)2169696,0,74,2020/02/07 19:40:05
5922012025,佑健藥局,嘉義市東區光華路２–２號,(05)2294833,2,50,2020/02/07 19:40:05
5922012061,北榮藥局,嘉義市東區北榮街２號,(05)2280650,0,36,2020/02/07 19:40:05
5922012178,聖心藥局,嘉義市東區大雅路二段５７７號,(05)2777189,8,16,2020/02/07 19:40:05
5922012365,富善藥局,嘉義市東區新生路２３４號１樓,(05)2759559,0,18,2020/02/07 19:40:05
5922012383,振安藥局,嘉義市東區王田里林森東路３００號１樓,(05)2756541,214,50,2020/02/07 19:40:05
5922012392,維康藥局,嘉義市東區短竹里大雅路二段５６７號１樓,(05)2757663,1,0,2020/02/07 19:40:05
5922012418,松岡藥局,嘉義市東區祐民里吳鳳北路１９７號,(05)2163519,406,155,2020/02/07 19:40:05
5922012552,德和藥局,嘉義市東區新生路７０３號１樓,(05)2789940,0,8,2020/02/07 19:40:05
5922012632,泰和藥局,嘉義市東區中央里成仁街２２０巷８號,(05)2227135,1,55,2020/02/07 19:40:05
5922012669,保健藥局,嘉義市東區義教里保建街１６１號,(05)2712959,4,0,2020/02/07 19:40:05
5922012712,誠泰藥師藥局,嘉義市東區安寮里興業東路５６號１樓,(05)2168905,2,2,2020/02/07 19:40:05
5922012945,大明藥局,嘉義市東區大雅路二段６８２號,(05)2760958,2,28,2020/02/07 19:40:05
5922012954,大樹藥局,嘉義市東區林森東路４７０巷５號,(05)2767179,0,64,2020/02/07 19:40:05
5922013031,德昌藥局,嘉義市東區中央里吳鳳北路２１１號,(05)2280306,6,0,2020/02/07 19:40:05
5922013040,軍輝啄木鳥藥局,嘉義市東區興村里軍輝路２２２號,(05)2395963,6,0,2020/02/07 19:40:05
5922013068,吳鳳藥局,嘉義市東區吳鳳南路５８５號,(05)52399311,2,1,2020/02/07 19:40:05
5922013077,慶獅藥局,嘉義市東區華南里公明路１３３號,(05)2249366,0,6,2020/02/07 19:40:05
5922013086,大雅藥局,嘉義市東區大雅路二段４８７號,(05)2778237,0,4,2020/02/07 19:40:05
5922020303,新宏祥藥局,嘉義市西區湖內里民生南路５７４號,(05)2355588,2,0,2020/02/07 19:40:05
5922020349,建和藥局,嘉義市西區湖內里民生南路６２６號,(05)2353933,4,0,2020/02/07 19:40:05
5922020358,泰春藥局,嘉義市西區學圃里民生北路６６號,(05)2224118,8,40,2020/02/07 19:40:05
5922020376,勝華藥局,嘉義市垂楊路６２３號,(05)2856642,0,39,2020/02/07 19:40:05
5922020483,逢春藥局,嘉義市西區竹圍里北興街４１７號,(05)2326990,0,5,2020/02/07 19:40:05
5922020518,永安藥局,嘉義市西區西平里信義路４９–１號,(05)2358368,0,6,2020/02/07 19:40:05
5922020563,信康藥局,嘉義市西區翠岱里仁愛路２２６號,(05)2161680,2,0,2020/02/07 19:40:05
5922020581,杏安藥局,嘉義市西區書院里民族路７８６號,(05)2271727,0,45,2020/02/07 19:40:05
5922020634,利安藥局,嘉義市西區番社里中山路３４４號１樓,(05)2225756,14,62,2020/02/07 19:40:05
5922020661,大正藥局,嘉義市西區書院里民族路７０２號,(05)2285812,0,2,2020/02/07 19:40:05
5922020670,興嘉藥局,嘉義市西區興業西路３７０號,(05)2841812,20,2,2020/02/07 19:40:05
5922020689,齊悅藥局,嘉義市西區西平里玉山路１４５號１樓,(05)2843514,0,4,2020/02/07 19:40:05
5922020769,安麗藥師藥局,嘉義市西區車店里廣州街２０６號,(05)2352395,0,2,2020/02/07 19:40:05
5922020867,庭一藥局,嘉義市西區文化路４４２號,(05)2325900,1,0,2020/02/07 19:40:05
5922020885,廣泰藥局,嘉義市西區仁愛路４４２號,(05)2250342,0,44,2020/02/07 19:40:05
5922020894,平良藥局,嘉義市西區致遠里興業西路８４號１樓,(05)2235220,0,2,2020/02/07 19:40:05
5922020901,聯弘藥局,嘉義市西區中興路１８８號,(05)2331368,0,2,2020/02/07 19:40:05
5922028783,勝成藥局,嘉義市西區南京路１２６巷１９號,(05)2360247,0,3,2020/02/07 19:40:05
5922028827,萬樂福新式藥局,嘉義市西區玉山路１９０號,(05)2834168,0,2,2020/02/07 19:40:05
5922028863,益生堂藥局,嘉義市西區杭州三街３０號,(05)2861415,0,2,2020/02/07 19:40:05
5922028925,健安藥局,嘉義市西區民族路６２６號,(05)2281219,202,50,2020/02/07 19:40:05
592202A241,博愛藥局,嘉義市西區小湖里博愛路二段２７７–１號,(05)2330292,0,24,2020/02/07 19:40:05
592202A296,秉原藥局,嘉義市西區書院里民族路７００號,(05)2285811,4,0,2020/02/07 19:40:05
592202A330,永明藥局,嘉義市西區中山路６０８號１樓,(05)2286339,100,48,2020/02/07 19:40:05
592202A349,力健藥局,嘉義市西區文化路５９１號,(05)2323217,200,48,2020/02/07 19:40:05
592202A358,國豐藥局,嘉義市西區北興街２４５－２號１樓,(05)2318473,0,1,2020/02/07 19:40:05
592202A465,廣元藥局,嘉義市西區民安里中正路６９７號,(05)2252733,0,1,2020/02/07 19:40:05
592202A518,徠的安藥師藥局,嘉義市西區保安里世賢路１段６鄰５４９號,(05)2318532,6,0,2020/02/07 19:40:05
5931010217,皇安藥局,新北市板橋區中山路２段２４１號,(02)29524089,2,6,2020/02/07 19:40:05
5931010235,友祥藥局,新北市板橋區裕民街１０７號,(02)22544666,0,2,2020/02/07 19:40:05
5931010315,優良藥局,新北市板橋區莊敬路９３號,(02)22550251,0,12,2020/02/07 19:40:05
5931010646,人民藥局,新北市板橋區仁愛路５９號,(02)89533956,0,6,2020/02/07 19:40:05
5931010888,俊昌藥局,新北市板橋區三民路２段２４５巷１２號,(02)29642498,10,0,2020/02/07 19:40:05
5931010977,穎川藥局,新北市板橋區民權路２０２巷４弄１號,(02)29660617,4,8,2020/02/07 19:40:05
5931011009,祥聖藥局,新北市板橋區溪崑二街１１２巷３５弄１號,(02)26835677,4,6,2020/02/07 19:40:05
5931011045,進發大藥局,新北市板橋區民治街１０１號,(02)22528361,1,0,2020/02/07 19:40:05
5931011161,全國藥局,新北市板橋區四川路１段２３１號,(02)29511212,0,2,2020/02/07 19:40:05
5931011241,利安藥局,新北市板橋區南雅東路１０８號,(02)29696295,7,14,2020/02/07 19:40:05
5931011438,萬壽藥局,新北市板橋區四川路１段２５１號,(02)29617476,0,2,2020/02/07 19:40:05
5931011474,新欣藥局,新北市板橋區金門街１２８號,(02)26828061,2,0,2020/02/07 19:40:05
5931011947,長弘藥局,新北市板橋區龍泉街１１０號,(02)22558789,0,2,2020/02/07 19:40:05
5931012051,全曜藥局,新北市板橋區民權路２６０巷６２號,(02)29682681,0,6,2020/02/07 19:40:05
5931012060,溪北藥局,新北市板橋區溪北路７８號１樓,(02)26866528,2,0,2020/02/07 19:40:05
5931012239,信昌藥局,新北市板橋區三民路２段２０２－９號,(02)29510784,0,2,2020/02/07 19:40:05
5931013343,晉麟藥局,新北市板橋區懷德街７８巷４號,(02)22509069,4,0,2020/02/07 19:40:05
5931013389,谷全藥局,新北市板橋區裕民街４９號,(02)22561856,68,20,2020/02/07 19:40:05
5931013441,擎天藥局,新北市板橋區重慶路２３５號１樓,(02)89525981,0,2,2020/02/07 19:40:05
5931013629,安聯藥局,新北市板橋區宏國路１１３號１樓,(02)22569079,6,14,2020/02/07 19:40:05
5931013736,杏華藥局,新北市板橋區溪北路１７０號１樓,(02)26757024,8,4,2020/02/07 19:40:05
5931013781,佳和藥局,新北市板橋區文化路１段３８７巷５號１樓,(02)22589598,20,70,2020/02/07 19:40:05
5931013790,力康藥局,新北市板橋區陽明街１０８號,(02)82570065,14,2,2020/02/07 19:40:05
5931013825,晨恩藥局,新北市板橋區文化路１段２１６號１樓,(02)22573400,4,0,2020/02/07 19:40:05
5931013843,快安藥局,新北市板橋區漢生西路３１號１樓,(02)29603557,0,18,2020/02/07 19:40:05
5931013852,瑞明藥局,新北市板橋區文化路１段１７號,(02)22728467,0,28,2020/02/07 19:40:05
5931013889,宏周藥局,新北市板橋區文化路２段５號,(02)22551438,2,0,2020/02/07 19:40:05
5931014028,康德藥局,新北市板橋區溪北路２８號,(02)26755151,4,18,2020/02/07 19:40:05
5931014206,翰生藥局,新北市板橋區漢生西路７７之１號（１樓）,(02)82513666,0,6,2020/02/07 19:40:05
5931014439,旭全藥局,新北市板橋區金門街３３１號,(02)26860526,0,2,2020/02/07 19:40:05
5931014528,文德藥局,新北市板橋區國光路４３號Ｂ１,(02)22728719,14,50,2020/02/07 19:40:05
5931014635,健全藥局,新北市板橋區實踐路１２５號１樓,(02)89533330,2,0,2020/02/07 19:40:05
5931014699,惠林藥局,新北市板橋區篤行路３段９０號,(02)26878651,2,18,2020/02/07 19:40:05
5931014751,活泉藥局,新北市板橋區四川路１段１５６號１樓、２樓,(02)29647761,40,104,2020/02/07 19:40:05
5931014822,常仁藥局,新北市板橋區中正路１巷４號,(02)29674999,4,2,2020/02/07 19:40:05
5931015187,皇慶藥局,新北市板橋區南門街８１、８３號１、２樓及館前西路１１２巷７號,(02)29655351,8,0,2020/02/07 19:40:05
5931015301,利安中西藥局,新北市板橋區板新路１４３號,(02)29644745,22,38,2020/02/07 19:40:05
5931015454,府中藥局,新北市板橋區府中路１１０號,(02)29656731,2,0,2020/02/07 19:40:05
5931015605,僑中藥師藥局,新北市板橋區僑中１街１０２巷５弄１５號１樓,(02)29692547,0,2,2020/02/07 19:40:05
5931015641,廣明藥局,新北市板橋區莒光路９３號１樓,(02)22536325,0,3,2020/02/07 19:40:05
5931015749,品品藥局,新北市板橋區中山路２段４０２號〈１樓〉,(02)29647917,8,0,2020/02/07 19:40:05
5931015829,德一藥局,新北市板橋區中山路２段２３８號１樓,(02)29535717,2,0,2020/02/07 19:40:05
5931015883,宜康藥局,新北市板橋區龍興街３３號１樓,(02)29603940,0,4,2020/02/07 19:40:05
5931015909,向康藥局,新北市板橋區實踐路１４７號１樓,(02)29637248,0,44,2020/02/07 19:40:05
5931015972,德豐健保藥局,新北市板橋區四川路２段４７巷３弄１號１樓,(02)89675880,2,0,2020/02/07 19:40:05
5931015981,立安中西藥局,新北市板橋區後埔街８３號１樓,(02)29582241,0,8,2020/02/07 19:40:05
5931016004,晴天藥局,新北市板橋區文化路１段１１６號２樓,(02)22506165,92,82,2020/02/07 19:40:05
5931016111,京躍藥局,新北市板橋區雨農路５２號（１樓）,(02)22580669,2,0,2020/02/07 19:40:05
5931016237,幸福健保藥局,新北市板橋區四維路１０６號１樓,(02)22530009,0,2,2020/02/07 19:40:05
5931016273,湯明藥局,新北市板橋區中山路２段３１９號１樓,(02)29571980,0,2,2020/02/07 19:40:05
5931016317,正陽藥局,新北市板橋區雙十路２段１１６號１樓,(02)22592667,0,4,2020/02/07 19:40:05
5931016335,康匯藥局,新北市板橋區實踐路２０１號１樓,(02)29512610,2,4,2020/02/07 19:40:05
5931016371,廣信健保藥局,新北市板橋區四維路３０４號１樓,(02)22592918,10,10,2020/02/07 19:40:05
5931016479,順儷新板藥局,新北市板橋區漢生東路１８７號１樓,(02)29512590,0,10,2020/02/07 19:40:05
5931016504,仁泰藥局,新北市板橋區四川路２段３３號１樓,(02)89672133,0,34,2020/02/07 19:40:05
5931016568,廣欣藥師藥局,新北市板橋區雙十路３段５２號１樓,(02)22540613,4,0,2020/02/07 19:40:05
5931016577,廣泰藥師藥局,新北市板橋區館前西路１５０號１樓,(02)89698381,2,6,2020/02/07 19:40:05
5931016611,民川藥局,新北市板橋區四川路１段９７號１樓,(02)29520090,2,14,2020/02/07 19:40:05
5931016639,佳聯藥局,新北市板橋區陽明街２９７號１樓,(02)22506255,0,14,2020/02/07 19:40:05
5931016657,溪崑藥局,新北市板橋區溪崑二街９７號２樓,(02)26872464,0,20,2020/02/07 19:40:05
5931016675,上嘉藥局,新北市板橋區四維路２９６號１樓,(02)22582278,207,57,2020/02/07 19:40:05
5931016700,葆康藥局,新北市板橋區四川路２段２４５巷３號１樓,(02)89678373,0,2,2020/02/07 19:40:05
5931016737,必生好藥局,新北市板橋區松柏街６７號１樓,(02)22511057,0,2,2020/02/07 19:40:05
5931016791,廣和藥師藥局,新北市板橋區中山路２段１５０號１樓、２樓、３樓,(02)29522070,0,6,2020/02/07 19:40:05
5931016808,正安健保藥局,新北市板橋區民族路２２４號（１樓）,(02)29526813,12,6,2020/02/07 19:40:05
5931016817,浮洲藥局,新北市板橋區大觀路３段２１９巷８號１樓,(02)26758610,94,66,2020/02/07 19:40:05
5931016899,晨晰藥局,新北市板橋區漢生東路３４４號（１樓）,(02)89536273,1,1,2020/02/07 19:40:05
5931016915,微笑藥局,新北市板橋區中正路２１１號,(02)29655811,4,2,2020/02/07 19:40:05
5931016924,裕苠藥局,新北市板橋區裕民街６號,(02)22535227,74,34,2020/02/07 19:40:05
5931016942,金瑞藥局,新北市板橋區和平路１６１巷２４號（１樓）,(02)29533188,4,0,2020/02/07 19:40:05
